C,W1,W2,W3,W4,W11,W12,W13,W14,W22,W23,W24,W33,W34,W44,Q1,Q2,Q3,Q4,Q5,Q11,Q12,Q13,Q14,Q15,Q22,Q23,Q24,Q25,Q33,Q34,Q35,Q44,Q45,Q55,W1Q1,W1Q2,W1Q3,W1Q4,W1Q5,W2Q1,W2Q2,W2Q3,W2Q4,W2Q5,W3Q1,W3Q2,W3Q3,W3Q4,W3Q5,W4Q1,W4Q2,W4Q3,W4Q4,W4Q5,T,T2,TW1,TW2,TW3,TW4,TQ1,TQ2,TQ3,TQ4,TQ5,BANK 
11.873647,6.6491862,0.9563781,-0.2038404,-0.4721035,22.105839,6.359136,-1.355373,-3.1391042,0.4573295,-0.1949485,-0.4515094,0.0207755,0.0962338,0.1114409,9.4952937,10.946217,10.283908,6.5510803,7.5326236,45.080301,103.93755,97.64873,62.204432,71.524474,59.909834,112.56989,71.709547,82.453733,52.879385,67.37071,77.464811,21.458327,49.346822,28.370209,63.135976,72.783436,68.379622,43.559353,50.085817,9.0810909,10.468722,9.8353046,6.2653097,7.2040362,-1.9355248,-2.2312817,-2.0962764,-1.3353751,-1.5354533,-4.4827615,-5.1677475,-4.8550692,-3.092788,-3.556178,4,8,26.596745,3.8255124,-0.8153618,-1.888414,37.981175,43.784868,41.135633,26.204321,30.130494,78
10.691965,6.5921245,1.2642608,-0.0950322,-0.6901407,21.728053,8.3341645,-0.6264638,-4.5494937,0.7991777,-0.1201454,-0.8725179,0.0045156,0.0655856,0.2381471,8.72258,9.8208122,9.1366938,6.8297937,6.6039438,38.041701,85.66282,79.695543,59.573422,57.603428,48.224176,89.729754,67.074122,64.856092,41.739587,62.401734,60.338213,23.323041,45.103574,21.806037,57.500334,64.740017,60.230223,45.022851,43.53402,11.027616,12.416068,11.551164,8.6346404,8.3491072,-0.8289256,-0.933293,-0.8682797,-0.64905,-0.627587,-6.0198079,-6.7777427,-6.3056047,-4.7135189,-4.5576507,5,12.5,32.960623,6.3213039,-0.4751608,-3.4507037,43.6129,49.104061,45.683469,34.148969,33.019719,78
13.204606,8.1138829,3.6030034,1.7812352,1.3765383,32.917548,29.234348,14.452734,11.169071,6.4908166,6.4177963,4.9596722,1.5863994,2.4519385,0.9474289,8.0159878,10.557712,10.276808,9.5360405,7.6829432,32.12803,84.630491,82.378769,76.440785,61.586379,55.732641,108.49958,100.67877,81.114301,52.806393,98.000059,78.956133,45.468034,73.264857,29.513808,65.040787,85.664039,83.384818,77.374316,62.338501,28.881631,38.039472,37.027375,34.358386,27.68167,14.278359,18.805768,18.305412,16.985931,13.685129,11.034314,14.533095,14.14642,13.126725,10.575866,1,0.5,8.1138829,3.6030034,1.7812352,1.3765383,8.0159878,10.557712,10.276808,9.5360405,7.6829432,79
10.602657,6.336262,0.9994638,-0.5092647,-0.8390587,20.074108,6.3328647,-3.2268348,-5.3164956,0.499464,-0.5089917,-0.8386088,0.1296753,0.427303,0.3520097,7.4547199,8.6966774,8.7403367,8.4531879,6.6320018,27.786425,64.831294,65.156763,63.016148,49.439716,37.816099,76.011889,73.514648,57.67638,38.196743,73.883708,57.965929,35.728193,56.061557,21.991724,47.235059,55.104426,55.381064,53.561613,42.022101,7.450723,8.6920146,8.7356505,8.4486556,6.628446,-3.796426,-4.4289112,-4.4511453,-4.3049105,-3.3774447,-6.2549475,-7.2970226,-7.3336554,-7.0927206,-5.5646386,2,2,12.672524,1.9989277,-1.0185295,-1.6781174,14.90944,17.393355,17.480673,16.906376,13.264004,79
10.298195,6.6303064,1.8459943,-0.8026201,-0.9739738,21.980481,12.239508,-5.3216172,-6.4577449,1.7038475,-1.4816321,-1.7979501,0.3220995,0.781731,0.4743125,7.8022093,8.5739515,9.1795718,8.0740262,6.272877,30.437235,66.895764,71.620941,62.995243,48.942299,36.756322,78.705204,69.226309,53.783343,42.13227,74.116104,57.582325,32.59495,50.647373,19.674493,51.731038,56.847926,60.863374,53.533268,41.591096,14.402834,15.827466,16.945437,14.904606,11.579695,-6.2622101,-6.8816259,-7.3677089,-6.4803758,-5.0347372,-7.5991477,-8.3508045,-8.9406628,-7.8638903,-6.1096181,3,4.5,19.890919,5.5379829,-2.4078603,-2.9219215,23.406628,25.721855,27.538716,24.222079,18.818631,79
11.390455,6.9158185,2.6990111,-0.0660826,-0.4840985,23.914273,18.665871,-0.4570153,-3.3479376,3.6423306,-0.1783577,-1.3065873,0.0021835,0.0319905,0.1171757,8.2395935,10.037538,8.9715754,5.049856,7.9058103,33.94545,82.705229,73.922134,41.608761,65.140663,50.37608,90.052525,50.688119,79.354868,40.244583,45.305164,70.927574,12.750523,39.923204,31.250918,56.983533,69.417788,62.045787,34.923888,54.675149,22.238755,27.091426,24.214382,13.629618,21.33787,-0.5444938,-0.6633067,-0.5928651,-0.3337077,-0.5224366,-3.9887751,-4.8591572,-4.3431265,-2.4446279,-3.8271911,4,8,27.663274,10.796045,-0.2643304,-1.9363941,32.958374,40.15015,35.886302,20.199424,31.623241,79
11.598303,6.7673306,1.8820225,-0.14489,-1.3109958,22.898382,12.736268,-0.9805185,-8.871942,1.7710043,-0.2726862,-2.4673236,0.0104966,0.1899502,0.859355,8.1777967,10.693081,9.4972471,7.7397945,7.0707241,33.438179,87.445839,77.666556,63.294465,57.822944,57.170987,101.55483,82.762246,75.607823,45.098852,73.506741,67.152414,29.952209,54.725951,24.99757,55.341854,72.363612,64.271011,52.377748,47.849928,15.390797,20.124618,17.874032,14.566467,13.307262,-1.1848809,-1.5493203,-1.376056,-1.1214187,-1.0244771,-10.721057,-14.018584,-12.450851,-10.146838,-9.2696896,5,12.5,33.836653,9.4101123,-0.7244499,-6.554979,40.888983,53.465403,47.486236,38.698972,35.353621,79
11.530541,6.7194314,1.393151,-0.5473313,-0.7069725,22.575379,9.3611824,-3.677755,-4.750453,0.9704348,-0.7625151,-0.9849194,0.1497858,0.3869481,0.249905,9.086929,9.5721322,9.8944468,8.8572305,7.2305632,41.28614,86.981286,89.910136,80.485025,65.703614,45.812857,94.710953,84.782581,69.211906,48.950039,87.637396,71.542423,39.225266,64.042764,26.140522,61.058996,64.319286,66.485057,59.515553,48.585273,12.659464,13.335425,13.784458,12.339459,10.073266,-4.9735605,-5.2391274,-5.4155402,-4.8478393,-3.9575134,-6.4242087,-6.767234,-6.9951015,-6.2618181,-5.1118091,1,0.5,6.7194314,1.393151,-0.5473313,-0.7069725,9.086929,9.5721322,9.8944468,8.8572305,7.2305632,80
11.859716,6.7941093,2.0770122,-0.1775863,-0.9552592,23.07996,14.111448,-1.2065407,-6.4901356,2.1569899,-0.3688489,-1.9840851,0.0157684,0.169641,0.4562601,9.440817,11.041977,10.21691,8.0817842,7.3796322,44.564513,104.24529,96.455982,76.298645,69.669756,60.962632,112.81489,89.238878,81.485731,52.19263,82.570866,75.397041,32.657618,59.640595,27.229485,64.141942,75.020401,69.414806,54.908525,50.138027,19.608692,22.934322,21.220648,16.785964,15.327586,-1.6765597,-1.9609039,-1.8143833,-1.4352141,-1.3105215,-9.0184276,-10.547951,-9.7597981,-7.720199,-7.0494618,2,2,13.588219,4.1540244,-0.3551726,-1.9105185,18.881634,22.083955,20.433821,16.163568,14.759264,80
10.850445,6.8540807,3.1091117,-0.6839912,-0.7253237,23.489211,21.310103,-4.6881311,-4.9714272,4.8332879,-2.1266052,-2.2551124,0.233922,0.4961151,0.2630472,7.7723316,10.303639,8.8636158,9.2632174,6.5057841,30.204569,80.083295,68.890961,71.996797,50.565111,53.082484,91.327493,95.444844,67.033248,39.281842,82.1056,57.66477,42.903598,60.264492,21.162613,53.272188,70.62197,60.751937,63.490839,44.591169,24.165047,32.035164,27.557972,28.800378,20.22721,-5.3162067,-7.0475984,-6.0626355,-6.3359595,-4.4498993,-5.6374563,-7.4734733,-6.4289906,-6.7188312,-4.7187994,3,4.5,20.562242,9.3273352,-2.0519737,-2.1759711,23.316995,30.910916,26.590847,27.789652,19.517352,80
10.988649,6.8035096,1.6167452,-0.6388948,-0.5752915,23.143871,10.999541,-4.3467267,-3.9140009,1.3069324,-1.03293,-0.9300997,0.2040933,0.3675507,0.1654801,8.7355252,9.9695562,9.2614136,7.4205789,7.7993434,38.1547,87.089309,80.903312,64.822654,68.131361,49.696025,92.332183,73.979878,77.755992,42.886891,68.725051,72.232945,27.532496,57.875643,30.414879,59.432229,67.827971,63.010117,50.48598,53.062908,14.123118,16.118232,14.973346,11.997185,12.609551,-5.5810813,-6.3694972,-5.9170687,-4.740969,-4.9829597,-5.0254729,-5.7354004,-5.3280121,-4.2689956,-4.4868956,4,8,27.214038,6.4669806,-2.5555791,-2.3011658,34.942101,39.878225,37.045655,29.682316,31.197374,80
11.896952,6.843976,1.2674105,0.5102756,-0.5218657,23.420004,8.6741273,3.4923141,-3.5716362,0.8031647,0.6467287,-0.661418,0.1301906,-0.2662953,0.1361719,9.1357246,10.480831,10.163888,8.0894825,7.5873105,41.730732,95.749985,92.854485,73.903284,69.315579,54.923909,106.526,84.784499,79.521319,51.652313,82.220597,77.116577,32.719863,61.377415,28.78364,62.52468,71.730556,69.561408,55.364224,51.927371,11.578714,13.283516,12.881819,10.252695,9.6162372,4.6617375,5.3481125,5.1863844,4.1278656,3.8716195,-4.7676211,-5.4695859,-5.3041845,-4.2216232,-3.9595569,5,12.5,34.21988,6.3370526,2.5513781,-2.6093284,45.678623,52.404155,50.819442,40.447412,37.936553,80
10.816149,6.3807895,1.7828339,-0.6838161,-0.5562096,20.357238,11.375888,-4.3632864,-3.5490566,1.5892484,-1.2191305,-0.9916294,0.2338022,0.3803451,0.1546846,8.6511995,9.5666152,9.4273049,7.1701195,6.7957058,37.421626,82.762697,81.557495,62.030134,58.791006,45.760064,90.187398,68.593775,65.011902,44.437039,67.594903,64.06519,25.705307,48.726023,23.090808,55.201483,61.042558,60.153648,45.751024,43.361968,15.423652,17.055686,16.807319,12.783132,12.115615,-5.9158292,-6.5418052,-6.4465425,-4.9030429,-4.6470128,-4.8118804,-5.3210435,-5.2435577,-3.9880895,-3.779837,1,0.5,6.3807895,1.7828339,-0.6838161,-0.5562096,8.6511995,9.5666152,9.4273049,7.1701195,6.7957058,81
11.631661,6.4616062,1.6091117,-0.3254506,-0.7747659,20.876177,10.397446,-2.1029334,-5.0062322,1.2946203,-0.5236863,-1.2466849,0.052959,0.252148,0.3001311,8.4747031,10.365428,10.131061,8.28778,7.3932631,35.910297,87.843921,85.857737,70.236475,62.65571,53.721044,105.01278,85.906383,76.634333,51.319201,83.964007,74.901601,34.343649,61.273738,27.33017,54.760194,66.97731,65.462928,53.55237,47.772354,13.636744,16.679131,16.302009,13.335964,11.896586,-2.758097,-3.3734343,-3.2971597,-2.6972627,-2.4061417,-6.5659111,-8.0307799,-7.8492009,-6.4210894,-5.7280482,2,2,12.923212,3.2182234,-0.6509011,-1.5495318,16.949406,20.730855,20.262123,16.57556,14.786526,81
12.748185,6.5115545,2.2043807,-0.3646722,-0.8644895,21.200171,14.353945,-2.3745827,-5.6291706,2.4296472,-0.8038763,-1.905664,0.0664929,0.3152553,0.3736711,9.8638628,11.488387,11.277127,7.5806998,8.0516596,48.647894,113.31987,111.23603,74.774982,79.420465,65.991516,129.556,87.090011,92.50058,63.586799,85.488515,90.799589,28.733504,61.037214,32.414611,64.22908,74.807257,73.431628,49.362139,52.42882,21.743709,25.324778,24.859082,16.710748,17.748923,-3.5970762,-4.189495,-4.1124544,-2.7644702,-2.9362162,-8.527206,-9.9315901,-9.7489583,-6.5534355,-6.9605753,3,4.5,19.534663,6.6131421,-1.0940165,-2.5934686,29.591588,34.465161,33.831382,22.742099,24.154979,81
11.767435,6.9330728,1.6649803,-0.6061496,-1.6871532,24.033749,11.543429,-4.2024795,-11.697156,1.3860796,-1.0092272,-2.8090768,0.1837087,1.0226673,1.423243,7.711549,10.449642,8.472405,7.9193562,8.1007682,29.733994,80.582924,65.335366,61.070503,62.469471,54.597506,88.533597,82.754435,84.650126,35.890823,67.095993,68.632989,31.358101,64.152869,32.811223,53.46473,72.448127,58.739801,54.905473,56.163216,12.839577,17.398447,14.106387,13.185572,13.487619,-4.6743525,-6.3340464,-5.1355451,-4.8003148,-4.9102776,-13.010565,-17.630146,-14.294245,-13.361167,-13.667237,4,8,27.732291,6.659921,-2.4245985,-6.7486128,30.846196,41.798567,33.88962,31.677425,32.403073,81
11.640699,6.8367512,1.6524149,-0.0952924,-1.1898907,23.370583,11.297149,-0.6514904,-8.1349866,1.3652375,-0.1574626,-1.9661931,0.0045403,0.1133875,0.7079199,9.9791515,9.8602669,10.59706,8.7053311,7.3846104,49.791732,98.397096,105.74966,86.871818,73.692145,48.612431,104.48984,85.836888,72.814229,56.148837,92.250913,78.255157,37.891395,64.285479,27.266235,68.224975,67.412191,72.44946,59.516183,50.486744,16.489698,16.293252,17.510739,14.384819,12.20244,-0.9509372,-0.9396084,-1.0098191,-0.8295518,-0.7036972,-11.874099,-11.73264,-12.609343,-10.358393,-8.7868792,5,12.5,34.183756,8.2620744,-0.476462,-5.9494535,49.895757,49.301334,52.985298,43.526656,36.923052,81
14.175503,9.0033901,4.3233599,2.1508776,1.8603729,40.530516,38.924896,19.36519,16.749663,9.3457204,9.2990178,8.0430615,2.3131371,4.0014343,1.7304936,9.7943979,10.793968,10.088348,8.3877676,7.4500796,47.965115,105.72042,98.80929,82.153134,72.969043,58.254873,108.8933,90.537296,80.415921,50.887378,84.618715,75.158992,35.177323,62.489536,27.751843,88.182784,97.182305,90.829328,75.518344,67.075972,42.344707,46.666209,43.615557,36.263338,32.209375,21.066551,23.216504,21.6988,18.041061,16.024209,18.221232,20.080805,18.768088,15.604375,13.859926,1,0.5,9.0033901,4.3233599,2.1508776,1.8603729,9.7943979,10.793968,10.088348,8.3877676,7.4500796,82
12.637765,6.4676574,1.7952352,-0.4843345,-0.4862164,20.915296,11.610966,-3.1325096,-3.144681,1.6114347,-0.8694943,-0.8728728,0.11729,0.2354914,0.1182032,10.256887,11.535215,10.826992,9.2033158,8.3047423,52.601867,118.3154,111.05124,94.397371,85.180804,66.530595,124.89168,106.16223,95.796989,58.61188,99.644228,89.91538,42.35051,76.431165,34.484372,66.338032,74.60582,70.025276,59.523893,53.712228,18.413525,20.708424,19.436998,16.522116,14.908966,-4.9677642,-5.5869026,-5.2438857,-4.4574832,-4.0222731,-4.9870666,-5.6086107,-5.2642611,-4.474803,-4.0379018,2,2,12.935315,3.5904704,-0.968669,-0.9724328,20.513774,23.07043,21.653984,18.406632,16.609485,82
10.8588,6.4824589,0.9397812,-0.3678814,-0.6054864,21.011137,6.092093,-2.3847757,-3.9250409,0.4415944,-0.345728,-0.5690248,0.0676683,0.2227472,0.1833069,8.7746222,9.5108153,9.4737041,6.9565454,6.1800167,38.496998,83.453811,83.128175,61.041058,54.227311,45.227804,90.10265,66.162419,58.776997,44.875535,65.904253,58.547649,24.196762,42.991567,19.096303,56.881128,61.653469,61.412898,45.09552,40.061704,8.246225,8.9380854,8.903209,6.5376306,5.8078635,-3.2280199,-3.4988516,-3.4851991,-2.5591833,-2.2735129,-5.3129147,-5.7586696,-5.7361993,-4.2120939,-3.7419162,3,4.5,19.447377,2.8193436,-1.103644,-1.8164593,26.323867,28.532446,28.421112,20.869636,18.54005,82
11.431797,6.677085,3.3715042,-0.6187173,-0.7767321,22.291732,22.51182,-4.1312282,-5.1863066,5.6835203,-2.0860081,-2.6187557,0.1914056,0.4805777,0.3016564,7.5464463,10.797021,9.1161396,8.5389547,6.9431224,28.474426,81.479141,68.794458,64.438763,52.3959,58.287834,98.427153,92.195276,74.965041,41.552,77.842303,63.294473,36.456874,59.287008,24.103474,50.388263,72.092628,60.869238,57.015326,46.359818,25.442875,36.402203,30.735103,28.789122,23.408766,-4.6691172,-6.6803043,-5.6403136,-5.2831993,-4.2958302,-5.8615675,-8.3863936,-7.0807987,-6.6324806,-5.3929464,4,8,26.70834,13.486017,-2.4748694,-3.1069286,30.185785,43.188085,36.464558,34.155819,27.77249,82
13.863102,6.9171171,2.4448176,0.0115783,0.3036244,23.923255,16.91109,0.0800885,2.1002057,2.9885665,0.0283068,0.7423063,0.000067,0.0035155,0.0460939,9.8653702,12.968312,12.37895,10.279215,10.888128,48.662765,127.9372,122.12292,101.40826,107.41542,84.088558,160.53408,133.30407,141.20064,76.619198,127.24588,134.78359,52.831129,111.92141,59.275669,68.239922,89.703333,85.626645,71.102533,75.314459,24.11903,31.705157,30.264274,25.130805,26.619487,0.1142243,0.1501511,0.1433273,0.1190159,0.1260661,2.9953673,3.9374962,3.7585514,3.1210206,3.3059016,5,12.5,34.585586,12.224088,0.0578915,1.5181221,49.326851,64.84156,61.894749,51.396074,54.440641,82
10.889619,6.4638905,1.4339877,-0.3835,-0.5599436,20.89094,9.2691394,-2.4789018,-3.6194141,1.0281603,-0.5499342,-0.8029522,0.0735361,0.2147384,0.1567684,8.3032571,10.156268,8.9158351,6.9077553,5.8833224,34.472039,84.330101,74.030471,57.356868,48.850739,51.574886,90.551607,70.157011,59.752596,39.746058,61.588407,52.454732,23.858541,40.640551,17.306741,53.671345,65.649002,57.630982,44.650974,38.029152,11.906768,14.563963,12.785198,9.905636,8.4366118,-3.1842989,-3.8949283,-3.4192225,-2.649124,-2.256254,-4.6493557,-5.686937,-4.9923648,-3.8679534,-3.2943287,1,0.5,6.4638905,1.4339877,-0.3835,-0.5599436,8.3032571,10.156268,8.9158351,6.9077553,5.8833224,83
10.692571,6.2244904,0.7329189,-0.2827176,-0.5526754,19.37214,4.5620469,-1.759773,-3.4401225,0.2685851,-0.2072091,-0.4050662,0.0399646,0.1562511,0.152725,8.0674627,9.1292388,8.3705476,8.0294328,5.9687076,32.541977,73.649793,67.52908,64.77715,48.152325,41.6715,76.416728,73.30261,54.489756,35.033034,67.21075,49.961351,32.235896,47.925336,17.812735,50.215844,56.824859,52.102393,49.979128,37.152163,5.9127961,6.6909919,6.1349328,5.8849233,4.3745788,-2.2808136,-2.5809964,-2.3665011,-2.2700619,-1.6874586,-4.4586878,-5.0455053,-4.6261954,-4.4376697,-3.2987576,2,2,12.448981,1.4658379,-0.5654352,-1.1053507,16.134925,18.258478,16.741095,16.058866,11.937415,83
11.276144,6.4924205,1.0850896,-0.4205629,-1.3967312,21.075762,7.0448581,-2.7304714,-9.0681663,0.5887097,-0.4563485,-1.5155785,0.0884366,0.5874134,0.975429,8.1220744,10.701242,9.3450461,8.6534708,7.0085052,32.984046,86.916287,75.901159,70.284134,56.9236,57.258295,100.0036,92.602889,74.999713,43.664943,80.867083,65.494804,37.441279,60.647895,24.559572,52.731922,69.476966,60.671969,56.181971,45.502163,8.8131786,11.611807,10.140212,9.3897913,7.6048562,-3.4158433,-4.5005458,-3.9301799,-3.639329,-2.9475174,-11.344355,-14.946759,-13.052517,-12.086573,-9.7889979,3,4.5,19.477262,3.2552689,-1.2616888,-4.1901936,24.366223,32.103727,28.035138,25.960412,21.025516,83
10.242911,6.6791498,1.5869345,-0.4419913,-0.7638575,22.305521,10.599373,-2.9521258,-5.1019186,1.2591806,-0.7014112,-1.2121918,0.0976781,0.3376183,0.2917391,6.946014,8.9689056,8.5477224,8.1315307,5.3565863,24.123555,62.298143,59.372599,56.481726,37.206923,40.220633,76.663715,72.930931,48.042716,36.531779,69.506067,45.786612,33.060896,43.557246,14.346508,46.393468,59.904664,57.091518,54.311712,35.777442,11.022869,14.233066,13.564676,12.904207,8.5005516,-3.0700775,-3.9641779,-3.7780186,-3.5940655,-2.3675643,-5.3057648,-6.8509657,-6.5292418,-6.2113306,-4.0916685,4,8,26.716599,6.347738,-1.767965,-3.05543,27.784056,35.875622,34.19089,32.526123,21.426345,83
10.63935,6.5558626,1.7356395,-0.2999492,-0.7275905,21.489667,11.378614,-1.9664256,-4.7699834,1.5062222,-0.5206036,-1.2628348,0.0449848,0.2182402,0.264694,8.0857947,8.6849086,9.4289939,8.6033709,6.5930445,32.690038,70.224388,76.240909,69.565091,53.310005,37.713819,81.88995,74.71949,57.259989,44.452963,81.121131,62.165776,37.008995,56.722407,21.734118,53.009359,56.937068,61.815188,56.402518,43.223094,14.034025,15.07387,16.365334,14.93235,11.443148,-2.4253274,-2.6050311,-2.8282189,-2.580574,-1.9775782,-5.8831474,-6.319057,-6.8604464,-6.259731,-4.7970366,5,12.5,32.779313,8.6781974,-1.4997459,-3.6379525,40.428974,43.424543,47.144969,43.016854,32.965223,83
13.06018,8.2100686,3.5491952,1.1729908,1.5693986,33.702613,29.139136,9.6303345,12.88487,6.2983933,4.1631732,5.5701018,0.6879537,1.84089,1.2315059,9.8764246,10.093488,10.903218,7.8018004,7.7544815,48.771882,99.687572,107.68481,77.053894,76.586553,50.939249,110.0515,78.747378,78.269766,59.440085,85.064733,84.548805,30.434045,60.498917,30.065992,81.086123,82.868228,89.51617,64.053316,63.664825,35.053359,35.823759,38.69765,27.690113,27.522169,11.584955,11.839568,12.789374,9.1514397,9.0959352,15.500047,15.840705,17.111495,12.244134,12.169872,1,0.5,8.2100686,3.5491952,1.1729908,1.5693986,9.8764246,10.093488,10.903218,7.8018004,7.7544815,84
9.4290105,6.5652524,4.0048382,-0.2611277,-0.6122009,21.55127,26.292774,-1.7143696,-4.0192535,8.0193645,-1.0457744,-2.4517656,0.0340939,0.1598627,0.187395,5.9738096,8.3914032,8.4033524,4.6051702,5.6835798,17.843201,50.128645,50.200027,27.51041,33.952623,35.207824,70.515918,38.64384,47.693209,35.308166,38.698868,47.761124,10.603796,26.173852,16.151539,39.219568,55.09168,55.170129,30.234105,37.314136,23.924141,33.606212,33.654067,18.442961,22.761817,-1.5599275,-2.1912282,-2.1943485,-1.2025377,-1.4841404,-3.6571717,-5.1372247,-5.14454,-2.8192894,-3.4794927,2,2,13.130505,8.0096764,-0.5222555,-1.2244018,11.947619,16.782806,16.806705,9.2103404,11.36716,84
12.669722,6.5784975,1.5964484,-0.8181898,-0.7267776,21.638315,10.502232,-5.3824594,-4.7811047,1.2743237,-1.3061978,-1.160263,0.3347173,0.594642,0.2641029,9.9616621,11.688306,10.843729,9.7350689,8.2393294,49.617356,116.43496,108.02157,96.977467,82.077416,68.308252,126.74483,113.78647,96.303806,58.793231,105.56445,89.345057,47.385783,80.21044,33.943275,65.532769,76.891494,71.335445,64.042126,54.202408,15.90328,18.659778,17.311454,15.541535,13.153664,-8.1505301,-9.5632527,-8.8722283,-7.9651338,-6.7413351,-7.239913,-8.4947993,-7.8809795,-7.0752301,-5.9881601,3,4.5,19.735492,4.7893452,-2.4545693,-2.1803328,29.884986,35.064919,32.531187,29.205207,24.717988,84
12.565188,6.5868419,1.4240712,-0.5082581,-0.7937853,21.693243,9.3801321,-3.3478156,-5.2285381,1.0139894,-0.7237957,-1.1304068,0.1291631,0.4034478,0.3150475,9.9543232,11.353191,10.903513,9.9758082,8.3383057,49.544276,113.01333,108.53709,99.30242,83.002191,64.447472,123.78966,113.25725,94.666377,59.443294,108.77135,90.916822,49.758375,83.181339,34.763671,65.567554,74.781674,71.819714,65.709072,54.923102,14.175665,16.167753,15.527379,14.206261,11.874341,-5.0593652,-5.770351,-5.5417984,-5.0702851,-4.2380112,-7.9015951,-9.0119956,-8.6550477,-7.9186496,-6.6188242,4,8,26.347368,5.6962849,-2.0330323,-3.1751411,39.817293,45.412764,43.614051,39.903233,33.353223,84
11.708184,6.4416148,2.0042263,0.0801644,-0.129907,20.747201,12.910454,0.516388,-0.8368111,2.0084615,0.1606675,-0.2603631,0.0032132,-0.0104139,0.0084379,8.5842909,10.565325,9.9787805,5.7838252,7.4972072,36.845025,90.695821,85.660755,49.650038,64.358208,55.813042,105.42906,61.107991,79.210428,49.78803,57.715522,74.812986,16.726317,43.362536,28.104058,55.296696,68.057752,64.279461,37.257174,48.294121,17.204861,21.175301,19.999734,11.592094,15.0261,0.6881542,0.8469625,0.7999426,0.4636567,0.6010088,-1.1151597,-1.3725099,-1.2963137,-0.7513595,-0.9739399,5,12.5,32.208074,10.021131,0.4008218,-0.6495351,42.921455,52.826623,49.893903,28.919126,37.486036,84
12.619713,8.6210897,1.9900731,0.687093,-0.1392793,37.161594,17.156599,5.9234907,-1.2007395,1.9801955,1.3673654,-0.277176,0.2360484,-0.0956978,0.0096994,8.0980348,11.531551,8.0980348,8.5531393,7.1372784,32.789083,93.3829,65.578167,69.263619,57.797929,66.488333,93.3829,98.630962,82.30389,32.789083,69.263619,57.797929,36.578096,61.046137,25.470372,69.813884,99.414535,69.813884,73.737382,61.531118,16.115681,22.94863,16.115681,17.021373,14.203706,5.5641033,7.9232484,5.5641033,5.8768025,4.9039743,-1.1278887,-1.6061065,-1.1278887,-1.1912754,-0.9940752,1,0.5,8.6210897,1.9900731,0.687093,-0.1392793,8.0980348,11.531551,8.0980348,8.5531393,7.1372784,85
11.18524,6.3840214,2.4462459,-0.0609527,-0.7472611,20.377864,15.616886,-0.3891232,-4.7705309,2.9920594,-0.1491052,-1.8279844,0.0018576,0.0455476,0.2791996,8.5229764,10.147845,9.8484504,7.5175209,6.7298241,36.320564,86.48984,83.938111,64.071653,57.358132,51.489374,99.940543,76.286633,68.293208,48.495988,74.035931,66.278339,28.25656,50.591593,22.645266,54.410864,64.784056,62.872718,47.992014,42.963341,20.849296,24.824123,24.091731,18.389704,16.462804,-0.5194983,-0.6185384,-0.6002895,-0.4582131,-0.4102008,-6.3688889,-7.5830896,-7.3593641,-5.617551,-5.0289358,2,2,12.768043,4.8924917,-0.1219054,-1.4945222,17.045953,20.295689,19.696901,15.035042,13.459648,85
10.949047,6.5230763,1.4982133,-0.2517235,-0.8087548,21.275262,9.7729598,-1.6420116,-5.2755691,1.1223216,-0.3771355,-1.2116872,0.0316824,0.2035826,0.3270421,8.3035048,9.663897,9.6572033,8.1303535,7.4662276,34.474096,80.244215,80.188634,67.51043,61.995856,46.695452,93.326218,78.570899,72.152854,46.630788,78.516477,72.102877,33.051324,60.70307,27.872277,54.164395,63.038337,62.994674,53.034916,48.702772,12.440421,14.478579,14.468551,12.181004,11.186002,-2.0901873,-2.43263,-2.4309451,-2.0466011,-1.879425,-6.7154992,-7.8157228,-7.8103093,-6.5754623,-6.0383472,3,4.5,19.569229,4.4946399,-0.7551705,-2.4262643,24.910514,28.991691,28.97161,24.391061,22.398683,85
11.756778,6.6950013,1.8628902,-0.3130764,-0.9663726,22.411521,12.472052,-2.0960467,-6.4698658,1.7351799,-0.5832269,-1.800246,0.0490084,0.3025484,0.466938,10.082679,10.552056,10.268478,7.5538109,7.6207051,50.83021,106.39299,103.53377,76.162652,76.837125,55.67294,108.35355,79.708233,80.414104,52.720818,77.566139,78.253041,28.530029,57.565365,29.037573,67.50355,70.646026,68.747472,50.572773,51.02063,18.782924,19.657321,19.129046,14.07192,14.196537,-3.1566486,-3.3035992,-3.2148177,-2.3649196,-2.3858626,-9.7436249,-10.197217,-9.9231756,-7.2997958,-7.3644405,4,8,26.780005,7.4515607,-1.2523055,-3.8654904,40.330717,42.208223,41.073911,30.215243,30.48282,85
9.936774,6.7288672,1.8412691,0.9207247,-1.0061962,22.638827,12.389655,6.1954344,-6.7705609,1.695136,1.695302,-1.8526781,0.423867,-0.9264298,0.5062154,7.215975,8.1179089,8.4359831,5.5214609,5.8971539,26.035148,58.578628,60.873843,39.842724,42.553715,32.950223,68.482543,44.822717,47.872558,35.582906,46.578951,49.748291,15.243265,32.560905,17.388212,48.555338,54.624331,56.76461,37.153177,39.681165,13.286552,14.947255,15.532915,10.166495,10.858247,6.6439266,7.4743594,7.7672182,5.0837456,5.4296553,-7.2606869,-8.1682095,-8.4882545,-5.5556732,-5.9336941,5,12.5,33.644336,9.2063456,4.6036236,-5.0309812,36.079875,40.589545,42.179916,27.607305,29.485769,85
